year  mon  -82.5/   -20.0/    20.0/   -82.5/    60.0/   -82.5/    Cont.      0.0/   -82.5/
 1985  5   -0.080    0.404   -0.262   -0.408   -0.193   -0.596   -0.729   -0.010   -0.151
 1985  6    0.048    0.459   -0.146   -0.189   -0.190    1.369   -0.047    0.077    0.019
 1985  7    0.078    0.489   -0.246   -0.033   -0.024    0.973   -0.522    0.032    0.124
 1985  8    0.052    0.588   -0.142   -0.319   -0.009    0.207    0.171    0.141   -0.038
 1985  9    0.134    0.843    0.150   -0.631    0.206   -0.810    0.414    0.415   -0.148
 1985 10    0.099    0.888    0.186   -0.819    0.017   -2.516   -0.204    0.442   -0.244
 1985 11   -0.008    0.338    0.116   -0.495   -0.881   -0.264   -0.137    0.203   -0.218
 1985 12    0.012    0.089    0.095   -0.153   -2.443    0.874   -1.446    0.093   -0.071
 1986  1    0.036   -0.103    0.551   -0.332    0.158   -0.486    0.729    0.320   -0.248
 1986  2    0.152    0.484   -0.047    0.004   -3.834   -0.786   -0.226    0.159    0.147
 1986  3    0.079    0.235    0.283   -0.289    1.539   -0.513   -0.474    0.251   -0.093
 1986  4    0.017   -0.228    0.481   -0.190    2.965   -0.248   -0.662    0.252   -0.219
 1986  5    0.007   -0.333   -0.156    0.529    0.434    0.659   -0.556   -0.206    0.221
 1986  6    0.013   -0.305   -0.376    0.737   -0.025    1.069   -1.334   -0.354    0.379
 1986  7    0.023   -0.328   -0.279    0.694   -0.089    0.977   -0.219   -0.300    0.346
 1986  8   -0.106   -1.153   -0.451    1.343   -0.124    2.639   -0.434   -0.713    0.501
 1986  9   -0.107   -0.800   -0.073    0.589    0.196    2.076    0.493   -0.329    0.116
 1986 10    0.041   -0.376   -0.006    0.526   -0.656    0.962   -0.190   -0.142    0.224
 1986 11    0.024   -0.583    0.330    0.358   -1.106    3.797   -0.256    0.017    0.031
 1986 12    0.184   -0.028    0.112    0.480   -1.678    1.254   -0.484    0.075    0.293
 1987  1    0.097   -0.216    0.241    0.285    3.724    0.066    0.644    0.070    0.125
 1987  2   -0.103   -0.933    0.607    0.061    7.804    0.091   -1.446    0.058   -0.264
 1987  3   -0.119   -0.648   -0.138    0.459   -0.085    0.548   -1.450   -0.321    0.084
 1987  4    0.048    0.000    0.007    0.140   -1.574   -0.223    0.399    0.009    0.088
 1987  5    0.108   -0.073    0.578   -0.171   -0.181   -0.882    0.133    0.350   -0.134
 1987  6    0.082   -0.373    0.656   -0.011    0.477   -0.552    0.415    0.272   -0.109
 1987  7    0.121    0.010    0.708   -0.350    0.527   -1.152    0.983    0.429   -0.187
 1987  8    0.047    0.328    0.655   -0.855    0.304   -0.927    0.615    0.522   -0.428
 1987  9    0.038    0.544    0.539   -0.999    0.402   -3.712    1.091    0.492   -0.417
 1987 10    0.001    0.539    0.478   -1.044    0.411   -6.035    0.953    0.451   -0.449
 1987 11    0.024    0.426    0.673   -1.048    2.579   -7.731    0.474    0.515   -0.466
 1987 12   -0.171   -0.589    0.388   -0.291    7.845    0.551   -1.076   -0.014   -0.329
 1988  1   -0.044    0.733   -1.432    0.528   -2.605    0.729   -1.377   -0.725    0.637
 1988  2    0.059    0.947   -1.322    0.507   -8.751    0.749   -0.528   -0.571    0.689
 1988  3   -0.024   -0.612    0.809   -0.237    1.839   -0.211    1.816    0.296   -0.344
 1988  4   -0.088   -0.266    0.228   -0.216    2.530   -0.154   -0.061    0.034   -0.209
 1988  5   -0.062   -0.051    0.021   -0.155    0.454   -0.558    0.317   -0.019   -0.104
 1988  6    0.106    0.684    0.233   -0.630    0.248   -1.754   -0.233    0.373   -0.162
 1988  7    0.090    0.332   -0.131    0.056   -0.143    0.083    0.090    0.026    0.155
 1988  8    0.049   -0.727   -0.553    1.471   -0.221    2.872   -0.614   -0.610    0.708
 1988  9    0.054   -0.861   -0.476    1.546   -0.162    4.938   -0.758   -0.610    0.718
 1988 10    0.143   -0.517   -0.281    1.262   -0.512    5.212    0.109   -0.361    0.647
 1988 11    0.202   -0.372   -0.206    1.216   -1.051    7.673    0.473   -0.263    0.668
 1988 12    0.238    0.373   -0.304    0.637   -2.410    2.494   -0.929   -0.062    0.538
 1989  1    0.369    1.060   -0.815    0.825   -5.686    0.632    1.339   -0.168    0.906
 1989  2    0.317    0.214    0.551    0.192    1.090    0.166   -2.772    0.454    0.180
 1989  3    0.128   -0.185    0.716   -0.131    5.870   -0.151   -1.266    0.431   -0.175
 1989  4    0.152    0.491    0.026   -0.081    0.334   -0.568   -0.625    0.190    0.114
 1989  5    0.194    0.319   -0.108    0.365   -0.374    0.934   -0.121    0.033    0.355
 1989  6    0.184    0.405    0.059    0.076   -0.259    0.422    0.298    0.160    0.207
 1989  7    0.095    0.451    0.266   -0.452   -0.031   -0.182    0.217    0.306   -0.116
 1989  8    0.061    0.682    0.477   -1.009    0.105   -1.508    0.901    0.532   -0.410
 1989  9    0.085    0.784    0.205   -0.773   -0.086   -2.951   -0.013    0.392   -0.223
 1989 10    0.153    0.630    0.353   -0.550    0.534   -3.137    0.331    0.434   -0.128
 1989 11    0.069   -0.529   -0.038    0.806    0.128    2.602    0.161   -0.220    0.358
 1989 12    0.146    0.160   -0.315    0.592   -2.511    0.776    0.139   -0.170    0.461
 1990  1    0.164    0.594   -0.682    0.559   -3.632    0.412    0.318   -0.265    0.594
 1990  2    0.110   -0.270    0.126    0.494    0.024    0.919    2.412   -0.029    0.250
 1990  3    0.210    0.707   -0.709    0.605   -3.756    0.218   -0.351   -0.245    0.665
 1990  4    0.264    0.633   -0.528    0.668   -3.463   -0.196   -0.416   -0.118    0.647
 1990  5    0.182    0.657   -0.142    0.008   -0.856   -0.889    0.639    0.147    0.217
 1990  6    0.188    0.820    0.166   -0.454    0.015   -0.400   -0.105    0.417   -0.041
 1990  7    0.137    0.759    0.116   -0.500    0.085   -0.849    0.193    0.369   -0.096
 1990  8    0.096    0.407    0.120   -0.254    0.041   -0.215    0.469    0.240   -0.048
 1990  9    0.036    0.326   -0.018   -0.217    0.024    1.100   -0.504    0.129   -0.057
 1990 10    0.062    0.518   -0.086   -0.272   -0.380   -1.974    0.286    0.125   -0.001
 1990 11    0.167    1.092   -0.001   -0.638   -1.872   -3.421   -0.904    0.374   -0.039
 1990 12    0.204    0.996   -0.231   -0.194   -1.615   -1.906    0.377    0.181    0.227
 1991  1    0.026   -0.199    0.732   -0.443    1.618    0.021    0.214    0.403   -0.351
 1991  2   -0.119   -0.263    0.277   -0.364    2.750   -0.497   -2.251    0.070   -0.307
 1991  3    0.104    0.193    0.266   -0.149    0.069   -0.233    0.728    0.218   -0.009
 1991  4    0.098   -0.160    0.356    0.113    1.627    0.335    0.389    0.165    0.032
 1991  5    0.073   -0.184    0.129    0.288    0.240    0.323   -0.573    0.023    0.123
 1991  6    0.152   -0.185    0.348    0.313    0.123   -0.309    0.512    0.156    0.148
 1991  7    0.569    0.420    0.590    0.705    0.061   -0.383    0.777    0.540    0.599
 1991  8    1.175    1.411    0.940    1.163    0.601   -0.038    1.200    1.115    1.236
 1991  9    1.506    1.595    1.223    1.696    0.542    1.150    1.058    1.370    1.643
 1991 10    1.583    1.809    1.110    1.816    0.071    1.574    1.384    1.383    1.782
 1991 11    1.329    1.107    0.528    2.365   -1.091    5.752    0.965    0.750    1.909
 1991 12    1.253    1.126    0.886    1.753   -1.744    1.939    0.854    0.993    1.512
 1992  1    1.110    0.791    1.610    0.946    2.777    0.552    1.836    1.341    0.879
 1992  2    1.047    1.134    0.953    1.050    1.054   -0.061    1.074    1.013    1.081
 1992  3    1.155    1.587    0.684    1.173   -0.146    0.117    1.324    0.986    1.324
 1992  4    1.023    0.803    1.318    0.959    1.987    0.332   -0.551    1.143    0.903
 1992  5    0.893    0.688    0.970    1.034    1.024    0.853    0.445    0.887    0.900
 1992  6    0.839    0.419    0.682    1.440    0.233    1.014    0.688    0.583    1.095
 1992  7    0.936    0.817    0.403    1.595    0.005    1.054    0.656    0.529    1.343
 1992  8    0.933    1.112    0.350    1.330    0.040    0.306    0.786    0.565    1.302
 1992  9    0.980    1.455    0.420    1.040    0.124    1.317    0.535    0.740    1.220
 1992 10    0.906    0.889    0.463    1.366    0.590    4.247    0.223    0.595    1.217
 1992 11    0.913    1.613    0.142    0.947    0.698    1.246    1.055    0.646    1.181
 1992 12    0.826    1.649   -0.052    0.837   -1.028    0.106   -0.228    0.502    1.150
 1993  1    0.751    1.987   -0.808    1.009   -4.074   -0.204    0.467    0.138    1.364
 1993  2    0.649    1.721   -0.532    0.704   -3.943    0.526    0.636    0.237    1.062
 1993  3    0.375    0.926   -0.066    0.236    0.154    0.197    0.091    0.234    0.515
 1993  4    0.163    0.663   -0.299    0.099   -0.184   -0.070    0.300    0.007    0.320
 1993  5    0.012    0.337   -0.190   -0.128   -0.565   -0.498   -0.531   -0.020    0.044
 1993  6   -0.079    0.085   -0.298   -0.034   -0.622   -0.371   -0.156   -0.174    0.014
 1993  7   -0.115    0.034   -0.414    0.026   -0.789   -0.197   -0.164   -0.260    0.029
 1993  8   -0.168   -0.309   -0.498    0.312   -0.587    0.501   -0.378   -0.434    0.099
 1993  9   -0.184   -0.217   -0.373    0.040   -0.614   -0.976   -0.192   -0.320   -0.048
 1993 10   -0.178   -0.226    0.063   -0.368    0.609   -2.161   -0.147   -0.037   -0.318
 1993 11   -0.284   -0.708   -0.172    0.049    0.312   -0.133   -0.275   -0.360   -0.208
 1993 12   -0.289   -0.681    0.038   -0.203    2.131    1.251    1.612   -0.197   -0.381
 1994  1   -0.264   -0.656    0.345   -0.459    2.538    0.003    0.388    0.027   -0.555
 1994  2   -0.133    0.024   -0.208   -0.222   -3.569   -0.172   -0.885   -0.105   -0.160
 1994  3   -0.039    0.125   -0.221   -0.028   -2.998    0.125    1.216   -0.067   -0.011
 1994  4   -0.071   -0.472    0.394   -0.116    2.901    0.528   -1.576    0.109   -0.252
 1994  5   -0.133   -0.531   -0.146    0.300    1.143    1.394   -0.775   -0.277    0.011
 1994  6   -0.153   -0.514   -0.211    0.287    0.668    0.763   -0.761   -0.340    0.034
 1994  7   -0.192   -0.442   -0.073   -0.050    0.206    0.046    0.280   -0.218   -0.167
 1994  8   -0.141   -0.303   -0.173    0.063   -0.135    0.613   -0.099   -0.235   -0.047
 1994  9   -0.195   -0.416   -0.141   -0.020   -0.281   -0.909    0.434   -0.256   -0.135
 1994 10   -0.262   -0.429   -0.372    0.024   -0.691   -0.710    0.119   -0.400   -0.124
 1994 11   -0.393   -0.828   -0.544    0.215    0.437    1.967   -1.097   -0.649   -0.137
 1994 12   -0.288   -0.139   -1.441    0.706   -3.896    3.117   -0.902   -1.015    0.439
 1995  1   -0.154    0.036   -0.896    0.390   -0.952    0.854    1.267   -0.606    0.299
 1995  2   -0.134   -0.148   -0.447    0.194    0.865    0.458   -0.325   -0.373    0.105
 1995  3   -0.096    0.615   -1.345    0.406   -4.095   -0.153   -0.924   -0.700    0.509
 1995  4   -0.282   -0.360   -0.617    0.136   -0.685    0.326   -0.162   -0.573    0.010
 1995  5   -0.365   -0.149   -0.726   -0.231   -0.689    0.173   -0.403   -0.547   -0.182
 1995  6   -0.392   -0.204   -0.619   -0.361   -0.667   -0.430   -0.226   -0.487   -0.298
 1995  7   -0.416   -0.159   -0.599   -0.504   -0.518   -0.460   -0.344   -0.439   -0.392
 1995  8   -0.385   -0.354   -0.630   -0.172   -0.628   -0.028   -1.654   -0.510   -0.261
 1995  9   -0.355   -0.598   -0.482    0.027   -0.151    0.489   -0.709   -0.498   -0.211
 1995 10   -0.290    0.055   -0.246   -0.698   -0.482   -2.744    0.089   -0.118   -0.462
 1995 11   -0.306   -0.176    0.079   -0.827   -0.605   -2.816    0.109   -0.006   -0.604
 1995 12   -0.356    0.108   -0.930   -0.271   -3.955   -0.580   -1.361   -0.566   -0.146
 1996  1   -0.369    0.035   -0.595   -0.566   -4.751   -0.154    0.168   -0.378   -0.359
 1996  2   -0.260    0.102   -0.552   -0.347   -5.901   -0.418    1.462   -0.303   -0.217
 1996  3   -0.267   -0.573    0.331   -0.543   -1.213   -0.658    1.269    0.045   -0.579
 1996  4   -0.375   -0.746    0.236   -0.597    1.366   -1.011    0.100   -0.102   -0.649
 1996  5   -0.381   -0.732   -0.192   -0.201    0.484   -0.692   -0.801   -0.408   -0.355
 1996  6   -0.452   -1.102   -0.581    0.360   -0.007   -0.820   -1.025   -0.787   -0.119
 1996  7   -0.486   -1.485   -0.859    0.938   -0.246    0.159   -1.029   -1.106    0.134
 1996  8   -0.484   -1.522   -0.796    0.920   -0.083    1.143   -0.838   -1.054    0.085
 1996  9   -0.527   -1.245   -0.358    0.058   -0.682    1.191    0.176   -0.681   -0.374
 1996 10   -0.373   -0.024   -0.175   -0.940   -0.402   -2.166    0.067   -0.144   -0.602
 1996 11   -0.299    0.225   -0.215   -0.937    1.851   -5.028   -1.385   -0.076   -0.522
 1996 12   -0.362   -0.264   -0.176   -0.651    2.990   -1.409   -1.198   -0.192   -0.531
 1997  1   -0.331   -0.413   -0.016   -0.561   -1.358    0.651   -1.192   -0.126   -0.537
 1997  2   -0.192    0.857   -1.381   -0.106   -7.009    0.237   -0.525   -0.614    0.232
 1997  3    0.011    1.044   -1.419    0.352   -9.860    0.620    0.008   -0.548    0.569
 1997  4   -0.085    0.425   -0.747    0.038   -5.749    0.876    1.914   -0.343    0.172
 1997  5   -0.300   -0.323   -0.049   -0.526    1.670    0.518   -0.183   -0.149   -0.451
 1997  6   -0.343   -0.264   -0.123   -0.645    0.850    0.123   -0.608   -0.180   -0.506
 1997  7   -0.260   -0.101   -0.062   -0.625    0.324   -0.226   -0.095   -0.046   -0.473
 1997  8   -0.189   -0.484   -0.381    0.314    0.051    1.883   -0.355   -0.389    0.011
 1997  9   -0.261   -0.557   -0.179   -0.034   -0.090    0.733   -1.088   -0.260   -0.263
 1997 10   -0.340   -0.098    0.234   -1.171   -0.542   -3.462    0.392    0.149   -0.830
 1997 11   -0.367   -0.630    0.157   -0.615   -0.792   -1.004    0.451   -0.076   -0.658
 1997 12   -0.463   -1.351    0.689   -0.680    3.210   -0.553    0.800    0.000   -0.927
 1998  1   -0.491   -1.455    0.578   -0.545    3.899   -0.464   -0.384   -0.107   -0.875
 1998  2   -0.230   -0.860    0.341   -0.137    0.550   -0.261    1.344   -0.035   -0.424
 1998  3   -0.160   -0.654    0.134    0.067   -1.134   -0.118    0.487   -0.122   -0.198
 1998  4   -0.134   -0.673    0.357   -0.057    1.755   -0.366    1.104    0.005   -0.273
 1998  5   -0.134   -0.684    0.263    0.050    0.434   -0.668    0.515   -0.047   -0.220
 1998  6   -0.188   -0.814   -0.166    0.450    0.014    0.756    0.335   -0.409    0.032
 1998  7   -0.150   -0.457   -0.186    0.210    0.071   -0.094   -0.507   -0.300   -0.000
 1998  8   -0.181    0.111    0.204   -0.873    0.330   -1.740   -0.046    0.151   -0.513
 1998  9   -0.170    0.478    0.129   -1.154    0.621   -3.059   -0.772    0.221   -0.562
 1998 10   -0.221    0.570   -0.141   -1.135    0.395   -4.419   -0.404    0.063   -0.506
 1998 11   -0.200    0.590   -0.262   -0.968   -0.374   -4.375   -1.411    0.012   -0.410
 1998 12   -0.321    0.048    0.220   -1.252    5.479   -3.089   -1.728    0.137   -0.779
 1999  1   -0.414    0.240   -0.853   -0.663    2.302   -0.587   -2.241   -0.504   -0.323
 1999  2   -0.379    0.275   -0.877   -0.570   -1.393   -0.518    0.405   -0.479   -0.279
 1999  3   -0.551   -0.469   -0.374   -0.814    4.196   -0.394   -1.638   -0.399   -0.703
 1999  4   -0.465    0.102   -1.119   -0.410   -0.626    0.403   -1.177   -0.684   -0.246
 1999  5   -0.227    0.509   -0.846   -0.384   -1.165    1.053   -0.710   -0.342   -0.112
 1999  6   -0.059    0.729   -0.484   -0.462   -0.744   -0.790   -0.219   -0.026   -0.093
 1999  7   -0.033    0.811   -0.138   -0.817   -0.105   -1.371   -0.446    0.229   -0.294
 1999  8   -0.049    0.675   -0.056   -0.803    0.146   -1.417   -0.343    0.226   -0.324
 1999  9   -0.120    0.617   -0.202   -0.816   -0.133   -2.172    0.142    0.103   -0.344
 1999 10   -0.196    0.633   -0.188   -1.080    0.218   -4.102   -0.766    0.098   -0.491
 1999 11   -0.211    0.631   -0.355   -0.953   -0.820   -5.089   -1.321   -0.013   -0.408
 1999 12   -0.239    0.551   -0.604   -0.706   -1.966   -2.215    0.612   -0.196   -0.282
 2000  1   -0.150    0.677   -0.736   -0.434   -5.106   -0.384   -0.602   -0.217   -0.083
 2000  2   -0.077    0.913   -0.620   -0.576   -4.967   -0.229    0.175   -0.051   -0.103
 2000  3   -0.113    0.638   -0.164   -0.852   -1.282   -0.520   -0.731    0.135   -0.361
 2000  4   -0.195    0.362   -0.293   -0.685    0.135   -0.447   -0.720   -0.051   -0.340
 2000  5   -0.201    0.529   -0.394   -0.777   -0.056   -1.176   -0.970   -0.086   -0.317
 2000  6   -0.219    0.491   -0.562   -0.624   -0.298   -1.533   -0.887   -0.194   -0.245
 2000  7   -0.318    0.090   -0.350   -0.716   -0.581   -1.355   -0.136   -0.214   -0.422
 2000  8   -0.390   -0.278   -0.452   -0.444   -0.464   -1.304   -0.462   -0.409   -0.370
 2000  9   -0.467   -0.744   -0.574   -0.070   -0.558   -0.638   -0.963   -0.634   -0.300
 2000 10   -0.547   -1.489   -0.671    0.568   -0.667    4.276   -0.403   -0.953   -0.142
 2000 11   -0.657   -1.963   -0.364    0.426    1.912    4.827   -0.188   -0.906   -0.407
 2000 12   -0.556   -1.590    0.226   -0.249    3.992    1.468   -0.791   -0.403   -0.709
 2001  1   -0.397   -0.343   -0.724   -0.126   -0.508   -0.157   -0.491   -0.591   -0.203
 2001  2   -0.430   -1.036    0.515   -0.735    6.393   -0.503    0.189    0.003   -0.862
 2001  3   -0.327   -0.637   -0.076   -0.252    1.133   -0.265   -0.462   -0.241   -0.413
 2001  4   -0.191   -0.136   -0.248   -0.193   -1.953   -0.286    0.161   -0.196   -0.187
 2001  5   -0.034   -0.097   -0.017    0.015   -0.677   -0.064    0.326   -0.040   -0.028
 2001  6   -0.055   -0.241   -0.152    0.238   -0.451    1.320    0.126   -0.174    0.063
 2001  7   -0.067   -0.088    0.160   -0.274    0.022   -0.333    0.139    0.056   -0.190
 2001  8   -0.091    0.241    0.346   -0.877    0.122   -0.921    0.310    0.275   -0.457
 2001  9   -0.041    0.176    0.139   -0.450    0.393   -1.940    0.053    0.124   -0.205
 2001 10   -0.103    0.178    0.101   -0.605    0.062   -2.642    0.409    0.087   -0.294
 2001 11   -0.056    0.590   -0.278   -0.513   -0.628   -3.958   -0.208   -0.003   -0.108
 2001 12    0.019    0.068    0.492   -0.507    2.221   -2.263    0.143    0.320   -0.284
 2002  1   -0.130   -0.365    0.311   -0.322    5.843   -0.303   -1.523    0.053   -0.312
 2002  2   -0.099    0.357   -0.767    0.088    2.028    0.095   -1.015   -0.387    0.188
 2002  3   -0.027    0.253   -0.445    0.096   -0.352   -0.377   -1.009   -0.194    0.139
 2002  4   -0.005    0.296   -0.177   -0.151   -0.917    0.390   -0.538    0.005   -0.016
 2002  5   -0.033   -0.008   -0.127    0.036   -0.808    0.063    0.649   -0.053   -0.013
 2002  6   -0.030   -0.267   -0.288    0.477   -0.312    0.952   -0.387   -0.238    0.177
 2002  7   -0.036   -1.021   -0.338    1.304    0.040    2.302   -0.466   -0.548    0.476
 2002  8   -0.096   -1.130   -0.286    1.185   -0.257    4.501   -0.060   -0.536    0.344
 2002  9   -0.185   -1.690   -0.404    1.619   -0.129    9.835   -0.731   -0.797    0.427
 2002 10   -0.195   -1.499   -0.134    1.115   -0.881    8.804    0.020   -0.548    0.157
 2002 11   -0.187   -0.726    0.034    0.160   -1.463    5.683    0.452   -0.193   -0.181
 2002 12   -0.048   -0.700    0.718   -0.129   -0.540    0.544    0.515    0.245   -0.343
 2003  1   -0.027   -0.810    1.004   -0.232    3.820   -0.993   -1.317    0.394   -0.448
 2003  2   -0.032   -0.526    0.494   -0.039    1.004   -0.278    0.657    0.145   -0.209
 2003  3   -0.043   -0.275    0.174   -0.017   -0.037   -0.083    0.593    0.020   -0.107
 2003  4   -0.066   -0.554    0.256    0.125    1.086   -0.194    0.310   -0.015   -0.117
 2003  5   -0.074   -0.111    0.070   -0.180    1.088   -0.466   -0.089    0.010   -0.159
 2003  6   -0.069    0.092    0.113   -0.420    0.299   -1.318    0.389    0.110   -0.250
 2003  7   -0.164   -0.136    0.103   -0.461   -0.042   -0.807   -0.136    0.019   -0.347
 2003  8   -0.210   -0.025    0.052   -0.664   -0.204   -1.412   -0.154    0.012   -0.431
 2003  9   -0.313   -0.275   -0.242   -0.425   -0.104   -1.643    0.126   -0.261   -0.365
 2003 10   -0.369   -1.027   -0.416    0.372    0.601    2.237   -1.178   -0.636   -0.101
 2003 11   -0.326   -0.984   -0.240    0.282   -0.466    2.478   -0.108   -0.498   -0.152
