year  mon  -82.5/   -20.0/    20.0/   -82.5/    60.0/   -82.5/    Cont.      0.0/   -82.5/
 1985  3   -0.406   -0.329   -0.579   -0.313    1.293   -0.077   -0.964   -0.505   -0.306
 1985  4   -0.371   -0.067   -0.716   -0.344    1.351    0.145   -1.527   -0.474   -0.267
 1985  5   -0.238    0.351   -0.473   -0.624   -0.526   -0.774   -0.888   -0.165   -0.312
 1985  6   -0.109    0.388   -0.347   -0.393   -0.420    1.106   -0.213   -0.073   -0.144
 1985  7   -0.089    0.321   -0.398   -0.213   -0.185    0.893   -0.696   -0.121   -0.057
 1985  8   -0.122    0.400   -0.307   -0.488   -0.168    0.109    0.006   -0.029   -0.216
 1985  9   -0.069    0.591   -0.065   -0.769    0.061   -0.737    0.260    0.191   -0.330
 1985 10   -0.141    0.583   -0.021   -1.023   -0.062   -2.248   -0.457    0.206   -0.488
 1985 11   -0.253    0.098   -0.014   -0.861   -0.879   -1.108   -0.305    0.037   -0.543
 1985 12   -0.208   -0.192    0.135   -0.568   -2.195    0.111   -1.154    0.026   -0.443
 1986  1   -0.214   -0.370    0.471   -0.735    1.046   -0.798    0.389    0.180   -0.608
 1986  2   -0.083    0.246   -0.208   -0.303   -2.915   -1.020   -0.464   -0.025   -0.140
 1986  3   -0.137    0.119    0.009   -0.553    1.400   -0.700   -0.819    0.041   -0.315
 1986  4   -0.162   -0.282    0.231   -0.429    2.242   -0.449   -0.869    0.075   -0.400
 1986  5   -0.151   -0.386   -0.367    0.313    0.101    0.481   -0.715   -0.361    0.060
 1986  6   -0.144   -0.376   -0.577    0.533   -0.255    0.806   -1.500   -0.504    0.216
 1986  7   -0.144   -0.496   -0.431    0.514   -0.250    0.897   -0.393   -0.453    0.165
 1986  8   -0.280   -1.341   -0.616    1.174   -0.283    2.541   -0.599   -0.883    0.323
 1986  9   -0.310   -1.052   -0.288    0.451    0.051    2.149    0.339   -0.553   -0.066
 1986 10   -0.199   -0.681   -0.213    0.322   -0.735    1.230   -0.443   -0.378   -0.020
 1986 11   -0.221   -0.823    0.200   -0.008   -1.104    2.953   -0.424   -0.149   -0.294
 1986 12   -0.036   -0.309    0.152    0.065   -1.430    0.491   -0.192    0.008   -0.079
 1987  1   -0.153   -0.483    0.161   -0.118    4.612   -0.246    0.304   -0.070   -0.235
 1987  2   -0.338   -1.171    0.446   -0.246    8.723   -0.143   -1.684   -0.126   -0.551
 1987  3   -0.335   -0.764   -0.412    0.195   -0.224    0.361   -1.795   -0.531   -0.138
 1987  4   -0.131   -0.054   -0.243   -0.099   -2.297   -0.424    0.192   -0.168   -0.093
 1987  5   -0.050   -0.126    0.367   -0.387   -0.514   -1.060   -0.026    0.195   -0.295
 1987  6   -0.075   -0.444    0.455   -0.215    0.248   -0.815    0.250    0.122   -0.272
 1987  7   -0.046   -0.158    0.556   -0.530    0.366   -1.232    0.809    0.276   -0.368
 1987  8   -0.127    0.140    0.490   -1.024    0.145   -1.025    0.450    0.352   -0.606
 1987  9   -0.165    0.292    0.324   -1.137    0.257   -3.639    0.937    0.268   -0.599
 1987 10   -0.239    0.234    0.271   -1.248    0.332   -5.767    0.700    0.215   -0.693
 1987 11   -0.221    0.186    0.543   -1.414    2.581   -8.575    0.306    0.349   -0.791
 1987 12   -0.391   -0.870    0.428   -0.706    8.093   -0.212   -0.784   -0.081   -0.701
 1988  1   -0.294    0.466   -1.512    0.125   -1.717    0.417   -1.717   -0.865    0.277
 1988  2   -0.176    0.709   -1.483    0.200   -7.832    0.515   -0.766   -0.754    0.402
 1988  3   -0.240   -0.728    0.535   -0.501    1.700   -0.398    1.471    0.086   -0.566
 1988  4   -0.267   -0.320   -0.022   -0.455    1.807   -0.355   -0.268   -0.143   -0.390
 1988  5   -0.220   -0.104   -0.190   -0.371    0.121   -0.736    0.158   -0.174   -0.265
 1988  6   -0.051    0.613    0.032   -0.834    0.019   -2.017   -0.398    0.223   -0.325
 1988  7   -0.077    0.164   -0.283   -0.124   -0.304    0.003   -0.084   -0.127   -0.026
 1988  8   -0.125   -0.915   -0.718    1.302   -0.380    2.774   -0.779   -0.780    0.530
 1988  9   -0.149   -1.113   -0.691    1.408   -0.307    5.011   -0.912   -0.834    0.536
 1988 10   -0.097   -0.822   -0.488    1.058   -0.591    5.480   -0.144   -0.597    0.403
 1988 11   -0.043   -0.612   -0.336    0.850   -1.049    6.829    0.305   -0.429    0.343
 1988 12    0.018    0.092   -0.264    0.222   -2.162    1.731   -0.637   -0.130    0.166
 1989  1    0.119    0.793   -0.895    0.422   -4.798    0.320    0.999   -0.308    0.546
 1989  2    0.082   -0.024    0.390   -0.115    2.009   -0.068   -3.010    0.270   -0.107
 1989  3   -0.088   -0.301    0.442   -0.395    5.731   -0.338   -1.611    0.221   -0.397
 1989  4   -0.027    0.437   -0.224   -0.320   -0.389   -0.769   -0.832    0.013   -0.067
 1989  5    0.036    0.266   -0.319    0.149   -0.707    0.756   -0.280   -0.122    0.194
 1989  6    0.027    0.334   -0.142   -0.128   -0.488    0.159    0.132    0.010    0.044
 1989  7   -0.072    0.283    0.114   -0.632   -0.192   -0.262    0.043    0.153   -0.297
 1989  8   -0.113    0.494    0.312   -1.178   -0.054   -1.606    0.736    0.362   -0.588
 1989  9   -0.118    0.532   -0.010   -0.911   -0.231   -2.878   -0.167    0.168   -0.405
 1989 10   -0.087    0.325    0.146   -0.754    0.455   -2.869    0.078    0.198   -0.372
 1989 11   -0.176   -0.769   -0.168    0.440    0.130    1.758   -0.007   -0.386    0.033
 1989 12   -0.074   -0.121   -0.275    0.177   -2.263    0.013    0.431   -0.237    0.089
 1990  1   -0.086    0.327   -0.762    0.156   -2.744    0.100   -0.022   -0.405    0.234
 1990  2   -0.125   -0.508   -0.035    0.187    0.943    0.685    2.174   -0.213   -0.037
 1990  3   -0.006    0.591   -0.983    0.341   -3.895    0.031   -0.696   -0.455    0.443
 1990  4    0.085    0.579   -0.778    0.429   -4.186   -0.397   -0.623   -0.295    0.466
 1990  5    0.024    0.604   -0.353   -0.208   -1.189   -1.067    0.480   -0.008    0.056
 1990  6    0.031    0.749   -0.035   -0.658   -0.214   -0.663   -0.271    0.267   -0.204
 1990  7   -0.030    0.591   -0.036   -0.680   -0.076   -0.929    0.019    0.216   -0.277
 1990  8   -0.078    0.219   -0.045   -0.423   -0.118   -0.313    0.304    0.070   -0.226
 1990  9   -0.167    0.074   -0.233   -0.355   -0.121    1.173   -0.658   -0.095   -0.239
 1990 10   -0.178    0.213   -0.293   -0.476   -0.459   -1.706    0.033   -0.111   -0.245
 1990 11   -0.078    0.852   -0.131   -1.004   -1.870   -4.265   -1.072    0.208   -0.364
 1990 12   -0.016    0.715   -0.191   -0.609   -1.367   -2.669    0.669    0.114   -0.145
 1991  1   -0.224   -0.466    0.652   -0.846    2.506   -0.291   -0.126    0.263   -0.711
 1991  2   -0.354   -0.501    0.116   -0.671    3.669   -0.731   -2.489   -0.114   -0.594
 1991  3   -0.112    0.077   -0.008   -0.413   -0.070   -0.420    0.383    0.008   -0.231
 1991  4   -0.081   -0.214    0.106   -0.126    0.904    0.134    0.182   -0.012   -0.149
 1991  5   -0.085   -0.237   -0.082    0.072   -0.093    0.145   -0.732   -0.132   -0.038
 1991  6   -0.005   -0.256    0.147    0.109   -0.106   -0.572    0.347    0.006   -0.015
 1991  7    0.402    0.252    0.438    0.525   -0.100   -0.463    0.603    0.387    0.418
 1991  8    1.001    1.223    0.775    0.994    0.442   -0.136    1.035    0.945    1.058
 1991  9    1.303    1.343    1.008    1.558    0.397    1.223    0.904    1.146    1.461
 1991 10    1.343    1.504    0.903    1.612   -0.008    1.842    1.131    1.147    1.538
 1991 11    1.084    0.867    0.398    1.999   -1.089    4.908    0.797    0.584    1.584
 1991 12    1.033    0.845    0.926    1.338   -1.496    1.176    1.146    0.926    1.140
 1992  1    0.860    0.524    1.530    0.543    3.665    0.240    1.496    1.201    0.519
 1992  2    0.812    0.896    0.792    0.743    1.973   -0.295    0.836    0.829    0.794
 1992  3    0.939    1.471    0.410    0.909   -0.285   -0.070    0.979    0.776    1.102
 1992  4    0.844    0.749    1.068    0.720    1.264    0.131   -0.758    0.966    0.722
 1992  5    0.735    0.635    0.759    0.818    0.691    0.675    0.286    0.732    0.739
 1992  6    0.682    0.348    0.481    1.236    0.004    0.751    0.522    0.433    0.932
 1992  7    0.769    0.649    0.251    1.415   -0.156    0.974    0.482    0.376    1.162
 1992  8    0.759    0.924    0.185    1.161   -0.119    0.208    0.621    0.395    1.124
 1992  9    0.777    1.203    0.205    0.902   -0.021    1.390    0.381    0.516    1.038
 1992 10    0.666    0.584    0.256    1.162    0.511    4.515   -0.030    0.359    0.973
 1992 11    0.668    1.373    0.012    0.581    0.700    0.402    0.887    0.480    0.856
 1992 12    0.606    1.368   -0.012    0.422   -0.780   -0.657    0.064    0.435    0.778
 1993  1    0.501    1.720   -0.888    0.606   -3.186   -0.516    0.127   -0.002    1.004
 1993  2    0.414    1.483   -0.693    0.397   -3.024    0.292    0.398    0.053    0.775
 1993  3    0.159    0.810   -0.340   -0.028    0.015    0.010   -0.254    0.024    0.293
 1993  4   -0.016    0.609   -0.549   -0.140   -0.907   -0.271    0.093   -0.170    0.139
 1993  5   -0.146    0.284   -0.401   -0.344   -0.898   -0.676   -0.690   -0.175   -0.117
 1993  6   -0.236    0.014   -0.499   -0.238   -0.851   -0.634   -0.322   -0.324   -0.149
 1993  7   -0.282   -0.134   -0.566   -0.154   -0.950   -0.277   -0.338   -0.413   -0.152
 1993  8   -0.342   -0.497   -0.663    0.143   -0.746    0.403   -0.543   -0.604   -0.079
 1993  9   -0.387   -0.469   -0.588   -0.098   -0.759   -0.903   -0.346   -0.544   -0.230
 1993 10   -0.418   -0.531   -0.144   -0.572    0.530   -1.893   -0.400   -0.273   -0.562
 1993 11   -0.529   -0.948   -0.302   -0.317    0.314   -0.977   -0.443   -0.526   -0.533
 1993 12   -0.509   -0.962    0.078   -0.618    2.379    0.488    1.904   -0.265   -0.753
 1994  1   -0.514   -0.923    0.265   -0.862    3.426   -0.309    0.048   -0.113   -0.915
 1994  2   -0.368   -0.214   -0.369   -0.529   -2.650   -0.406   -1.123   -0.289   -0.447
 1994  3   -0.255    0.009   -0.495   -0.292   -3.137   -0.062    0.871   -0.277   -0.233
 1994  4   -0.250   -0.526    0.144   -0.355    2.178    0.327   -1.783   -0.068   -0.433
 1994  5   -0.291   -0.584   -0.357    0.084    0.810    1.216   -0.934   -0.432   -0.150
 1994  6   -0.310   -0.585   -0.412    0.083    0.438    0.500   -0.926   -0.490   -0.129
 1994  7   -0.359   -0.610   -0.225   -0.230    0.045   -0.034    0.106   -0.371   -0.348
 1994  8   -0.315   -0.491   -0.338   -0.106   -0.294    0.515   -0.264   -0.405   -0.225
 1994  9   -0.398   -0.668   -0.356   -0.158   -0.426   -0.836    0.280   -0.480   -0.317
 1994 10   -0.502   -0.734   -0.579   -0.180   -0.770   -0.442   -0.134   -0.636   -0.368
 1994 11   -0.638   -1.068   -0.674   -0.151    0.439    1.123   -1.265   -0.815   -0.462
 1994 12   -0.508   -0.420   -1.401    0.291   -3.648    2.354   -0.610   -1.083    0.067
 1995  1   -0.404   -0.231   -0.976   -0.013   -0.064    0.542    0.927   -0.746   -0.061
 1995  2   -0.369   -0.386   -0.608   -0.113    1.784    0.224   -0.563   -0.556   -0.182
 1995  3   -0.312    0.499   -1.619    0.142   -4.234   -0.340   -1.269   -0.910    0.287
 1995  4   -0.461   -0.414   -0.867   -0.103   -1.408    0.125   -0.369   -0.750   -0.171
 1995  5   -0.523   -0.202   -0.937   -0.447   -1.022   -0.005   -0.562   -0.702   -0.343
 1995  6   -0.549   -0.275   -0.820   -0.565   -0.896   -0.693   -0.391   -0.637   -0.461
 1995  7   -0.583   -0.327   -0.751   -0.684   -0.679   -0.540   -0.518   -0.592   -0.573
 1995  8   -0.559   -0.542   -0.795   -0.341   -0.787   -0.126   -1.819   -0.680   -0.439
 1995  9   -0.558   -0.850   -0.697   -0.111   -0.296    0.562   -0.863   -0.722   -0.393
 1995 10   -0.530   -0.250   -0.453   -0.902   -0.561   -2.476   -0.164   -0.354   -0.706
 1995 11   -0.551   -0.416   -0.051   -1.193   -0.603   -3.660   -0.059   -0.172   -0.929
 1995 12   -0.576   -0.173   -0.890   -0.686   -3.707   -1.343   -1.069   -0.633   -0.518
 1996  1   -0.619   -0.232   -0.675   -0.969   -3.863   -0.466   -0.172   -0.518   -0.719
 1996  2   -0.495   -0.136   -0.713   -0.654   -4.982   -0.652    1.223   -0.486   -0.504
 1996  3   -0.483   -0.689    0.057   -0.807   -1.352   -0.845    0.924   -0.165   -0.801
 1996  4   -0.554   -0.800   -0.014   -0.836    0.643   -1.212   -0.107   -0.279   -0.830
 1996  5   -0.539   -0.785   -0.403   -0.417    0.151   -0.870   -0.960   -0.563   -0.516
 1996  6   -0.609   -1.173   -0.782    0.156   -0.236   -1.083   -1.191   -0.937   -0.282
 1996  7   -0.653   -1.653   -1.011    0.758   -0.407    0.079   -1.203   -1.259   -0.047
 1996  8   -0.658   -1.710   -0.961    0.751   -0.242    1.045   -1.003   -1.224   -0.093
 1996  9   -0.730   -1.497   -0.573   -0.080   -0.827    1.264    0.022   -0.905   -0.556
 1996 10   -0.613   -0.329   -0.382   -1.144   -0.481   -1.898   -0.186   -0.380   -0.846
 1996 11   -0.544   -0.015   -0.345   -1.303    1.853   -5.872   -1.553   -0.242   -0.847
 1996 12   -0.582   -0.545   -0.136   -1.066    3.238   -2.172   -0.906   -0.260   -0.903
 1997  1   -0.581   -0.680   -0.096   -0.964   -0.470    0.339   -1.532   -0.266   -0.897
 1997  2   -0.427    0.619   -1.542   -0.413   -6.090    0.003   -0.763   -0.798   -0.055
 1997  3   -0.205    0.928   -1.693    0.088   -9.999    0.433   -0.337   -0.758    0.347
 1997  4   -0.264    0.371   -0.997   -0.201   -6.472    0.675    1.707   -0.520   -0.009
 1997  5   -0.458   -0.376   -0.260   -0.742    1.337    0.340   -0.342   -0.304   -0.612
 1997  6   -0.500   -0.335   -0.324   -0.849    0.621   -0.140   -0.773   -0.330   -0.669
 1997  7   -0.427   -0.269   -0.214   -0.805    0.163   -0.306   -0.269   -0.199   -0.654
 1997  8   -0.363   -0.672   -0.546    0.145   -0.108    1.785   -0.520   -0.559   -0.167
 1997  9   -0.464   -0.809   -0.394   -0.172   -0.235    0.806   -1.242   -0.484   -0.445
 1997 10   -0.580   -0.403    0.027   -1.375   -0.621   -3.194    0.139   -0.087   -1.074
 1997 11   -0.612   -0.870    0.027   -0.981   -0.790   -1.848    0.283   -0.242   -0.983
 1997 12   -0.683   -1.632    0.729   -1.095    3.458   -1.316    1.092   -0.067   -1.299
 1998  1   -0.741   -1.722    0.498   -0.948    4.787   -0.776   -0.724   -0.247   -1.235
 1998  2   -0.465   -1.098    0.180   -0.444    1.469   -0.495    1.106   -0.219   -0.711
 1998  3   -0.376   -0.770   -0.140   -0.197   -1.273   -0.305    0.142   -0.332   -0.420
 1998  4   -0.313   -0.727    0.107   -0.296    1.032   -0.567    0.897   -0.172   -0.454
 1998  5   -0.292   -0.737    0.052   -0.166    0.101   -0.846    0.356   -0.202   -0.381
 1998  6   -0.345   -0.885   -0.367    0.246   -0.215    0.493    0.169   -0.559   -0.131
 1998  7   -0.317   -0.625   -0.338    0.030   -0.090   -0.174   -0.681   -0.453   -0.181
 1998  8   -0.355   -0.077    0.039   -1.042    0.171   -1.838   -0.211   -0.019   -0.691
 1998  9   -0.373    0.226   -0.086   -1.292    0.476   -2.986   -0.926   -0.003   -0.744
 1998 10   -0.461    0.265   -0.348   -1.339    0.316   -4.151   -0.657   -0.173   -0.750
 1998 11   -0.445    0.350   -0.392   -1.334   -0.372   -5.219   -1.579   -0.154   -0.735
 1998 12   -0.541   -0.233    0.260   -1.667    5.727   -3.852   -1.436    0.069   -1.151
 1999  1   -0.664   -0.027   -0.933   -1.065    3.190   -0.899   -2.581   -0.644   -0.683
 1999  2   -0.614    0.037   -1.038   -0.877   -0.474   -0.753    0.167   -0.662   -0.566
 1999  3   -0.767   -0.585   -0.648   -1.078    4.058   -0.581   -1.983   -0.609   -0.925
 1999  4   -0.644    0.048   -1.369   -0.649   -1.349    0.202   -1.384   -0.861   -0.427
 1999  5   -0.385    0.456   -1.057   -0.600   -1.498    0.875   -0.869   -0.497   -0.273
 1999  6   -0.216    0.658   -0.685   -0.666   -0.974   -1.053   -0.384   -0.176   -0.256
 1999  7   -0.200    0.643   -0.290   -0.997   -0.266   -1.451   -0.620    0.076   -0.475
 1999  8   -0.223    0.487   -0.221   -0.972   -0.013   -1.515   -0.508    0.056   -0.502
 1999  9   -0.323    0.365   -0.417   -0.954   -0.278   -2.099   -0.012   -0.121   -0.526
 1999 10   -0.436    0.328   -0.395   -1.284    0.139   -3.834   -1.019   -0.138   -0.735
 1999 11   -0.456    0.391   -0.485   -1.319   -0.818   -5.933   -1.489   -0.179   -0.733
 1999 12   -0.459    0.270   -0.564   -1.121   -1.718   -2.978    0.904   -0.263   -0.654
 2000  1   -0.400    0.410   -0.816   -0.837   -4.218   -0.696   -0.942   -0.357   -0.442
 2000  2   -0.312    0.675   -0.781   -0.883   -4.048   -0.463   -0.063   -0.235   -0.390
 2000  3   -0.329    0.522   -0.438   -1.116   -1.421   -0.707   -1.076   -0.075   -0.583
 2000  4   -0.374    0.308   -0.543   -0.924   -0.588   -0.648   -0.927   -0.228   -0.521
 2000  5   -0.359    0.476   -0.605   -0.993   -0.389   -1.354   -1.129   -0.241   -0.478
 2000  6   -0.376    0.420   -0.763   -0.828   -0.527   -1.796   -1.053   -0.344   -0.408
 2000  7   -0.485   -0.078   -0.502   -0.896   -0.742   -1.435   -0.310   -0.367   -0.603
 2000  8   -0.564   -0.466   -0.617   -0.613   -0.623   -1.402   -0.627   -0.579   -0.548
 2000  9   -0.670   -0.996   -0.789   -0.208   -0.703   -0.565   -1.117   -0.858   -0.482
 2000 10   -0.787   -1.794   -0.878    0.364   -0.746    4.544   -0.656   -1.189   -0.386
 2000 11   -0.902   -2.203   -0.494    0.060    1.914    3.983   -0.356   -1.072   -0.732
 2000 12   -0.776   -1.871    0.266   -0.664    4.240    0.705   -0.499   -0.470   -1.081
 2001  1   -0.647   -0.610   -0.804   -0.529    0.380   -0.469   -0.831   -0.731   -0.563
 2001  2   -0.665   -1.274    0.354   -1.042    7.312   -0.737   -0.049   -0.181   -1.149
 2001  3   -0.543   -0.753   -0.350   -0.516    0.994   -0.452   -0.807   -0.451   -0.635
 2001  4   -0.370   -0.190   -0.498   -0.432   -2.675   -0.487   -0.046   -0.373   -0.368
 2001  5   -0.192   -0.150   -0.228   -0.201   -1.010   -0.242    0.167   -0.195   -0.189
 2001  6   -0.212   -0.312   -0.353    0.034   -0.681    1.057   -0.039   -0.324   -0.100
 2001  7   -0.234   -0.256    0.008   -0.454   -0.139   -0.413   -0.035   -0.097   -0.371
 2001  8   -0.265    0.053    0.181   -1.046   -0.037   -1.019    0.145    0.105   -0.635
 2001  9   -0.244   -0.076   -0.076   -0.588    0.248   -1.868   -0.101   -0.100   -0.387
 2001 10   -0.343   -0.127   -0.106   -0.809   -0.017   -2.374    0.156   -0.149   -0.538
 2001 11   -0.301    0.350   -0.408   -0.879   -0.626   -4.802   -0.376   -0.169   -0.433
 2001 12   -0.201   -0.213    0.532   -0.922    2.469   -3.026    0.435    0.253   -0.656
 2002  1   -0.380   -0.632    0.231   -0.725    6.731   -0.615   -1.863   -0.087   -0.672
 2002  2   -0.335    0.119   -0.928   -0.219    2.947   -0.139   -1.253   -0.570   -0.099
 2002  3   -0.243    0.137   -0.719   -0.168   -0.491   -0.564   -1.354   -0.404   -0.083
 2002  4   -0.184    0.242   -0.427   -0.390   -1.640    0.189   -0.745   -0.172   -0.197
 2002  5   -0.191   -0.061   -0.338   -0.180   -1.141   -0.115    0.490   -0.208   -0.174
 2002  6   -0.187   -0.338   -0.489    0.273   -0.542    0.689   -0.552   -0.388    0.014
 2002  7   -0.203   -1.189   -0.490    1.124   -0.121    2.222   -0.640   -0.701    0.295
 2002  8   -0.270   -1.318   -0.451    1.016   -0.416    4.403   -0.225   -0.706    0.166
 2002  9   -0.388   -1.942   -0.619    1.481   -0.274    9.908   -0.885   -1.020    0.245
 2002 10   -0.435   -1.804   -0.341    0.911   -0.960    9.072   -0.233   -0.784   -0.087
 2002 11   -0.432   -0.966   -0.096   -0.206   -1.461    4.839    0.284   -0.359   -0.506
 2002 12   -0.268   -0.981    0.758   -0.544   -0.292   -0.219    0.807    0.178   -0.715
 2003  1   -0.277   -1.077    0.924   -0.635    4.708   -1.305   -1.657    0.254   -0.808
 2003  2   -0.267   -0.764    0.333   -0.346    1.923   -0.512    0.419   -0.039   -0.496
 2003  3   -0.259   -0.391   -0.100   -0.281   -0.176   -0.270    0.248   -0.190   -0.329
 2003  4   -0.245   -0.608    0.006   -0.114    0.363   -0.395    0.103   -0.192   -0.298
