year  mon  -70.0/   -20.0/    20.0/   -70.0/    60.0/   -70.0/    Cont.      0.0/    -70.0/
 1984 11   -0.273   -0.315   -0.469   -0.017   -0.492   -0.334   -0.611   -0.430   -0.110
 1984 12   -0.370   -0.267   -0.737   -0.096   -0.476    0.621    0.473   -0.593   -0.137
 1985  1   -0.252   -0.295   -0.378   -0.069    0.468    0.081   -1.611   -0.346   -0.154
 1985  2   -0.275   -0.316   -0.263   -0.241   -0.943   -0.329   -1.548   -0.288   -0.261
 1985  3   -0.278   -0.329   -0.516    0.036   -1.086   -0.428    0.222   -0.463   -0.083
 1985  4   -0.319   -0.635   -0.262   -0.020   -1.512   -0.006    0.963   -0.416   -0.219
 1985  5   -0.328   -0.489   -0.179   -0.303   -0.127   -0.778    0.779   -0.298   -0.359
 1985  6   -0.334   -0.515   -0.371   -0.086   -0.151    0.348   -0.349   -0.415   -0.249
 1985  7   -0.357   -0.666   -0.502    0.151   -0.561    0.265   -0.013   -0.571   -0.133
 1985  8   -0.198   -0.387   -0.275    0.101   -0.320   -0.231   -0.830   -0.322   -0.068
 1985  9   -0.195   -0.451   -0.139    0.037    0.364   -0.165   -0.846   -0.254   -0.134
 1985 10   -0.289   -0.291   -0.345   -0.228   -0.034    0.156    0.156   -0.317   -0.260
 1985 11   -0.150   -0.260   -0.178    0.008    1.002   -0.186   -0.611   -0.195   -0.102
 1985 12   -0.152   -0.269   -0.103   -0.069    1.220   -0.552   -1.372   -0.154   -0.149
 1986  1   -0.032   -0.147    0.066   -0.006   -0.199   -0.295    1.469   -0.004   -0.061
 1986  2   -0.238   -0.374   -0.264   -0.056    0.880    0.735    0.565   -0.309   -0.164
 1986  3   -0.162   -0.327   -0.014   -0.132   -0.758    0.244    1.599   -0.099   -0.228
 1986  4   -0.054   -0.202    0.000    0.056   -0.515    0.044    0.773   -0.068   -0.040
 1986  5   -0.095   -0.221   -0.022   -0.029   -0.213    0.016    0.240   -0.093   -0.098
 1986  6   -0.157   -0.257   -0.081   -0.123    0.022   -0.093    0.942   -0.149   -0.165
 1986  7   -0.201   -0.332   -0.260    0.012   -0.351    0.207   -0.317   -0.279   -0.119
 1986  8   -0.180   -0.148   -0.374   -0.009   -0.680    0.322   -0.515   -0.260   -0.096
 1986  9   -0.184   -0.215   -0.298   -0.025   -0.499    0.214   -1.239   -0.265   -0.099
 1986 10   -0.247   -0.133   -0.335   -0.283   -0.186    0.009   -0.283   -0.252   -0.242
 1986 11   -0.101   -0.042   -0.309    0.055    0.269    0.124   -0.065   -0.205    0.008
 1986 12   -0.022    0.089   -0.232    0.077   -0.446   -0.303    0.239   -0.124    0.085
 1987  1    0.132    0.186    0.184    0.014   -0.249   -0.205    0.337    0.199    0.061
 1987  2    0.147    0.200    0.101    0.136   -1.175    0.442    0.754    0.128    0.167
 1987  3   -0.136    0.080   -0.299   -0.207   -0.443    0.005    0.162   -0.180   -0.089
 1987  4    0.137    0.264   -0.176    0.328   -0.570   -0.395    1.125   -0.038    0.321
 1987  5   -0.014    0.072   -0.253    0.143   -0.446   -0.354    0.984   -0.160    0.139
 1987  6    0.121    0.347   -0.190    0.196   -0.510   -0.118    0.737    0.007    0.241
 1987  7    0.063    0.428   -0.168   -0.106   -0.344   -0.187   -0.147    0.057    0.070
 1987  8    0.031    0.344   -0.220   -0.060   -0.368   -0.442   -0.475   -0.025    0.089
 1987  9    0.022    0.391   -0.060   -0.312   -0.595   -1.054   -0.311    0.121   -0.081
 1987 10    0.151    0.474   -0.017   -0.040    0.620    0.074   -0.175    0.144    0.157
 1987 11    0.181    0.572   -0.186    0.126   -0.730    0.404    1.144    0.083    0.282
 1987 12    0.351    0.624    0.312    0.080   -0.495    0.054    0.522    0.443    0.255
 1988  1    0.224    0.370    0.139    0.147   -0.155    0.396   -1.053    0.233    0.214
 1988  2   -0.035    0.243   -0.332   -0.035    0.199   -0.686   -1.279   -0.130    0.065
 1988  3    0.197    0.409    0.055    0.106    0.330    0.187   -0.528    0.180    0.214
 1988  4    0.085    0.107   -0.057    0.212   -0.847    0.172    0.382   -0.003    0.177
 1988  5    0.110    0.183    0.239   -0.111    0.340   -0.213    0.391    0.224   -0.010
 1988  6    0.084   -0.139    0.379    0.024    0.383   -0.239    1.500    0.213   -0.051
 1988  7    0.183    0.014    0.356    0.191    0.526   -0.035    0.457    0.226    0.138
 1988  8    0.037    0.023    0.319   -0.247    0.125   -0.163    0.869    0.191   -0.123
 1988  9    0.228    0.024    0.344    0.337    0.467    0.477    0.665    0.217    0.239
 1988 10   -0.053   -0.135    0.098   -0.121    0.183   -0.028   -0.196    0.021   -0.130
 1988 11   -0.103   -0.328   -0.075    0.123   -0.380   -0.775    0.142   -0.145   -0.059
 1988 12   -0.159   -0.610    0.013    0.171    0.328   -0.022   -0.345   -0.202   -0.115
 1989  1   -0.296   -0.522   -0.239   -0.098   -1.678   -0.555    1.196   -0.337   -0.253
 1989  2   -0.195   -0.645    0.060    0.049    0.363   -0.248   -1.391   -0.204   -0.184
 1989  3   -0.266   -0.760    0.123   -0.117   -0.242   -0.600    0.730   -0.222   -0.313
 1989  4   -0.132   -0.474    0.175   -0.070    0.467   -0.583    0.484   -0.058   -0.210
 1989  5   -0.143   -0.484    0.027    0.064   -0.303   -0.668    0.075   -0.147   -0.140
 1989  6   -0.152   -0.475   -0.026    0.083   -0.012   -0.361   -0.049   -0.166   -0.137
 1989  7   -0.068   -0.280    0.080    0.018    0.008    0.151    0.420   -0.027   -0.110
 1989  8   -0.100   -0.258    0.014   -0.040    0.104    0.180   -0.621   -0.081   -0.119
 1989  9    0.021   -0.187    0.209    0.057    0.029    0.434    0.034    0.070   -0.031
 1989 10   -0.036   -0.181    0.087   -0.001   -0.250    0.143    0.129   -0.003   -0.069
 1989 11   -0.064   -0.003   -0.334    0.155   -0.755   -0.283    0.069   -0.215    0.094
 1989 12   -0.004   -0.225    0.016    0.228    0.551    0.555   -2.205   -0.049    0.043
 1990  1   -0.084   -0.165   -0.224    0.160   -0.927    0.626    1.709   -0.194    0.032
 1990  2   -0.127   -0.267    0.040   -0.144   -1.271   -0.481    0.443   -0.088   -0.168
 1990  3    0.215   -0.173    0.776    0.058    1.035   -0.558    1.174    0.428   -0.009
 1990  4    0.041   -0.016    0.121    0.021    0.853    0.286    0.593    0.079    0.002
 1990  5    0.080    0.010    0.173    0.060    0.399    0.107   -0.941    0.131    0.027
 1990  6    0.132    0.034    0.277    0.090    0.284   -0.594    0.694    0.198    0.064
 1990  7   -0.007   -0.131    0.060    0.061    0.225    1.217   -0.193   -0.002   -0.013
 1990  8    0.014   -0.023   -0.017    0.090   -0.049   -0.578   -0.243    0.007    0.022
 1990  9   -0.029   -0.036   -0.065    0.017   -0.638   -0.400    0.913   -0.036   -0.021
 1990 10    0.123    0.083    0.168    0.120   -0.570   -0.257    0.210    0.141    0.104
 1990 11    0.334    0.205    0.414    0.397   -1.138    0.384    1.671    0.349    0.320
 1990 12    0.196    0.111    0.275    0.208   -0.543    0.495   -0.436    0.238    0.152
 1991  1    0.117    0.211   -0.002    0.137   -0.121   -0.418   -0.551    0.081    0.154
 1991  2    0.069    0.211   -0.010   -0.009   -0.256   -0.054    1.944    0.075    0.062
 1991  3    0.284    0.165    0.374    0.323    0.023    0.146   -0.001    0.319    0.247
 1991  4    0.064   -0.012    0.257   -0.055    0.189    0.145    0.492    0.179   -0.056
 1991  5    0.164    0.154    0.308    0.020    0.631   -0.004    0.755    0.253    0.070
 1991  6    0.296    0.305    0.278    0.306    0.404    0.742   -0.130    0.281    0.313
 1991  7    0.147    0.131    0.234    0.072    0.637    0.567   -0.044    0.201    0.091
 1991  8    0.162    0.023    0.317    0.154    0.338    0.509    0.324    0.212    0.109
 1991  9    0.018    0.099    0.128   -0.192    0.410   -0.418    0.001    0.126   -0.095
 1991 10   -0.051   -0.297    0.250   -0.092    0.137    0.234    0.289    0.049   -0.156
 1991 11   -0.111   -0.170    0.150   -0.322    0.348   -0.327   -0.512    0.043   -0.272
 1991 12   -0.190   -0.082   -0.151   -0.353   -0.242    0.433    1.079   -0.138   -0.243
 1992  1   -0.009   -0.089    0.137   -0.073    0.477    0.415    1.021    0.028   -0.048
 1992  2   -0.121    0.054   -0.071   -0.376   -0.039    0.148    1.391   -0.043   -0.204
 1992  3   -0.004    0.179   -0.145   -0.062    0.160    0.186    0.277   -0.028    0.021
 1992  4   -0.162    0.134   -0.418   -0.226   -0.989    0.034    0.928   -0.226   -0.095
 1992  5   -0.172    0.019   -0.474   -0.066   -1.126    0.423    0.554   -0.319   -0.017
 1992  6   -0.173    0.055   -0.507   -0.076   -0.786    0.465   -0.351   -0.306   -0.033
 1992  7   -0.319   -0.216   -0.642   -0.092   -0.936   -0.162   -1.389   -0.503   -0.127
 1992  8   -0.372   -0.187   -0.571   -0.369   -0.850   -0.074   -1.288   -0.435   -0.305
 1992  9   -0.310   -0.248   -0.493   -0.186   -0.876   -0.668   -0.131   -0.390   -0.226
 1992 10   -0.156   -0.135   -0.346    0.022   -0.679   -0.461    0.122   -0.268   -0.039
 1992 11   -0.147   -0.284   -0.118   -0.022   -0.652    0.294   -0.815   -0.191   -0.102
 1992 12   -0.206   -0.204   -0.122   -0.299   -0.205    0.129   -0.361   -0.140   -0.276
 1993  1   -0.215   -0.252   -0.083   -0.314   -0.422    0.403    0.143   -0.142   -0.291
 1993  2   -0.162   -0.367    0.071   -0.178    0.884    0.084   -1.260   -0.087   -0.241
 1993  3   -0.285   -0.295   -0.175   -0.392   -0.149   -0.336   -0.456   -0.210   -0.364
 1993  4   -0.203   -0.086   -0.438   -0.087   -0.172    0.029   -0.766   -0.331   -0.070
 1993  5   -0.097    0.007   -0.245   -0.057    0.487   -0.127   -0.015   -0.171   -0.020
 1993  6   -0.025    0.099   -0.237    0.062   -0.040   -0.001   -0.787   -0.124    0.079
 1993  7   -0.009    0.080   -0.158    0.050    0.245   -0.284   -0.803   -0.091    0.077
 1993  8   -0.140   -0.099   -0.211   -0.112   -0.301    0.134   -0.387   -0.161   -0.119
 1993  9   -0.272   -0.121   -0.602   -0.092   -1.124    0.052   -0.989   -0.439   -0.098
 1993 10   -0.036    0.132   -0.291    0.046   -0.320    0.132   -0.565   -0.151    0.085
 1993 11   -0.085    0.241   -0.468   -0.047   -0.553    0.151   -0.742   -0.222    0.059
 1993 12    0.115    0.338   -0.013   -0.002   -0.763   -0.606    0.039    0.103    0.128
 1994  1    0.008    0.134   -0.029   -0.096   -0.827   -0.697   -0.575    0.026   -0.010
 1994  2   -0.067    0.040   -0.236   -0.009   -0.355   -0.342   -0.993   -0.132    0.001
 1994  3   -0.033   -0.096    0.154   -0.160   -0.203   -0.073    0.754    0.057   -0.126
 1994  4   -0.083   -0.053    0.067   -0.277    0.257   -0.594    0.795    0.027   -0.197
 1994  5   -0.001    0.004    0.244   -0.267    0.107   -0.416    0.251    0.163   -0.172
 1994  6    0.069   -0.052    0.211    0.054   -0.307    0.269    0.947    0.124    0.011
 1994  7    0.081    0.035    0.245   -0.040    0.339   -0.150   -0.088    0.176   -0.018
 1994  8    0.064   -0.024    0.139    0.083    0.206   -0.569   -0.000    0.072    0.055
 1994  9    0.114    0.105    0.223    0.008    0.052    0.533    0.314    0.176    0.049
 1994 10   -0.065   -0.077    0.279   -0.419    0.264   -0.115    0.254    0.150   -0.290
 1994 11    0.128    0.111    0.420   -0.164   -0.411    0.222    0.351    0.298   -0.049
 1994 12    0.122    0.283    0.114   -0.055    0.162   -0.445    1.587    0.171    0.069
 1995  1    0.178    0.211    0.447   -0.148    0.884   -0.693    0.821    0.361   -0.014
 1995  2    0.133    0.071    0.478   -0.165    1.038   -0.305    0.691    0.331   -0.074
 1995  3    0.037    0.110    0.097   -0.111   -0.145   -0.102    0.819    0.099   -0.028
 1995  4    0.248    0.260    0.385    0.086    1.823    0.363   -0.771    0.350    0.141
 1995  5    0.131    0.139    0.239    0.006    0.792   -0.524   -0.871    0.207    0.051
 1995  6    0.164    0.334    0.313   -0.191    0.495   -0.189   -0.313    0.330   -0.010
 1995  7    0.044    0.221    0.094   -0.212   -0.176    0.121   -0.001    0.117   -0.032
 1995  8    0.285    0.346    0.466    0.023    0.751   -0.004    1.426    0.389    0.177
 1995  9    0.324    0.292    0.429    0.249    0.774   -0.388   -0.018    0.374    0.272
 1995 10    0.204    0.193    0.205    0.217   -0.441    0.352    0.351    0.191    0.219
 1995 11    0.209    0.096    0.558   -0.036    1.297   -0.243   -0.137    0.410   -0.001
 1995 12   -0.053   -0.112   -0.289    0.267   -0.117    0.137   -0.152   -0.224    0.125
 1996  1   -0.041   -0.152    0.059   -0.020    0.838   -0.306   -0.437    0.009   -0.093
 1996  2    0.109    0.017    0.215    0.102    0.457    0.101    0.581    0.152    0.065
 1996  3    0.102    0.081    0.135    0.090    1.478    0.104   -1.101    0.114    0.089
 1996  4   -0.082   -0.030   -0.329    0.121    0.215    0.185   -0.203   -0.232    0.075
 1996  5    0.005   -0.012    0.036   -0.010   -0.245   -0.769    0.077    0.045   -0.037
 1996  6   -0.024    0.020    0.048   -0.150   -0.336    0.174    0.738    0.023   -0.073
 1996  7    0.116    0.140    0.104    0.102   -0.277    0.606    0.068    0.116    0.116
 1996  8    0.047    0.030   -0.073    0.195   -0.617    1.196    0.244   -0.053    0.152
 1996  9    0.182    0.187   -0.093    0.469    0.070    1.196   -0.817   -0.001    0.373
 1996 10    0.125    0.105   -0.041    0.327   -0.104    0.305    0.187    0.013    0.243
 1996 11    0.054   -0.037    0.300   -0.105    1.179    0.397   -0.672    0.176   -0.074
 1996 12   -0.034   -0.097    0.066   -0.068    0.141   -0.254   -0.278   -0.010   -0.059
 1997  1   -0.043   -0.230   -0.074    0.203   -0.289   -0.310   -0.085   -0.136    0.054
 1997  2    0.053   -0.200    0.191    0.194   -0.179   -0.032    0.411    0.077    0.028
 1997  3   -0.003   -0.192    0.260   -0.068    0.713    0.272    0.778    0.094   -0.104
 1997  4   -0.063   -0.304    0.239   -0.111    1.591   -0.185   -1.539    0.051   -0.183
 1997  5    0.024   -0.073   -0.005    0.166    0.043   -0.045   -0.515   -0.013    0.063
 1997  6    0.017    0.045    0.057   -0.058    0.176    0.460    0.044    0.066   -0.035
 1997  7    0.165    0.491    0.060   -0.095   -0.032   -0.411    0.009    0.215    0.113
 1997  8    0.202    0.406    0.238   -0.071    0.304   -0.307   -0.144    0.304    0.094
 1997  9    0.190    0.510    0.258   -0.248    0.802   -0.844    0.995    0.335    0.038
 1997 10    0.220    0.422    0.254   -0.049    0.613   -0.183   -0.102    0.292    0.144
 1997 11    0.158    0.474    0.053   -0.090    0.231    0.386   -0.711    0.164    0.152
 1997 12    0.302    0.754    0.091    0.012   -0.213   -0.163   -0.097    0.315    0.289
 1998  1    0.550    1.134    0.163    0.296    0.039   -0.106    1.210    0.507    0.594
 1998  2    0.736    1.314    0.590    0.231   -0.895    0.360    1.045    0.857    0.610
 1998  3    0.585    1.116    0.406    0.170    0.316   -0.421   -0.408    0.648    0.519
 1998  4    0.857    1.171    0.900    0.453    0.469    0.110   -0.287    0.983    0.726
 1998  5    0.667    0.972    0.636    0.353    0.452    0.613    1.330    0.724    0.608
 1998  6    0.567    0.614    0.757    0.310    1.031    0.182   -0.315    0.684    0.445
 1998  7    0.605    0.523    0.908    0.376    1.263   -0.637    0.944    0.757    0.446
 1998  8    0.572    0.492    0.745    0.477    0.894   -0.051    0.934    0.640    0.501
 1998  9    0.494    0.365    0.767    0.349    0.329    0.010    1.846    0.616    0.366
 1998 10    0.461    0.396    0.638    0.345   -0.003   -0.367    0.788    0.552    0.366
 1998 11    0.195    0.173    0.164    0.254    0.483   -0.081    0.979    0.164    0.228
 1998 12    0.311    0.104    0.424    0.427    0.390   -0.101    0.652    0.306    0.316
 1999  1    0.183   -0.031    0.496    0.094   -0.642   -1.281    1.071    0.303    0.058
 1999  2    0.317   -0.069    0.690    0.361    0.193    0.002    1.792    0.430    0.200
 1999  3   -0.012   -0.056    0.009    0.015   -0.296   -0.033    0.455   -0.024    0.000
 1999  4    0.183   -0.121    0.699   -0.020    0.348   -0.423    0.491    0.405   -0.049
 1999  5    0.112   -0.241    0.498    0.103    0.472   -0.583    0.140    0.246   -0.028
 1999  6   -0.084   -0.232    0.402   -0.433    0.489   -0.215   -0.244    0.176   -0.355
 1999  7    0.096   -0.108    0.384    0.020    0.165   -0.299    0.655    0.193   -0.006
 1999  8    0.043   -0.127    0.265    0.000   -0.036    0.017    0.473    0.106   -0.022
 1999  9    0.153   -0.119    0.556    0.035    0.788    0.010   -0.225    0.309   -0.010
 1999 10    0.079   -0.114    0.242    0.124    0.108    0.113    0.617    0.102    0.054
 1999 11    0.060   -0.119    0.421   -0.120    0.439   -0.126    2.492    0.244   -0.132
 1999 12    0.128   -0.149    0.526    0.019    0.199   -0.519    1.012    0.275   -0.026
 2000  1   -0.055   -0.135    0.053   -0.077   -0.172   -0.886    0.741   -0.027   -0.084
 2000  2    0.115   -0.227    0.480    0.118    1.150   -0.332    2.096    0.224    0.002
 2000  3    0.143   -0.235    0.487    0.205    0.893   -0.463    1.791    0.232    0.049
 2000  4    0.259   -0.087    0.785    0.094    1.035   -0.668    0.853    0.480    0.028
 2000  5    0.183   -0.041    0.479    0.122    0.244   -0.201    1.566    0.300    0.060
 2000  6    0.125   -0.143    0.404    0.132    0.203    0.235    0.228    0.203    0.044
 2000  7    0.059   -0.081    0.279   -0.017    0.488    0.243    0.204    0.167   -0.055
 2000  8    0.011    0.011    0.300   -0.297    0.399   -0.218    0.722    0.196   -0.182
 2000  9    0.124    0.012    0.372   -0.014    0.075    0.416    0.507    0.240    0.003
 2000 10    0.111    0.174    0.070    0.082    0.641   -0.418    0.099    0.091    0.131
 2000 11    0.026    0.227   -0.013   -0.162    0.721   -0.165   -1.540    0.073   -0.022
 2000 12    0.012    0.149   -0.113   -0.011    0.456   -0.529   -1.699    0.002    0.022
 2001  1    0.102   -0.059    0.277    0.098    0.379   -0.131    0.601    0.177    0.023
 2001  2    0.126    0.083   -0.154    0.474   -0.735   -0.048   -0.302   -0.069    0.330
 2001  3    0.180   -0.063    0.535    0.079   -0.150   -0.064   -0.614    0.315    0.040
 2001  4    0.360    0.188    0.535    0.370    0.244   -0.038    0.699    0.413    0.305
 2001  5    0.304    0.132    0.713    0.063    0.666    0.351    0.734    0.520    0.077
 2001  6    0.119   -0.056    0.376    0.046    0.680   -0.340    0.087    0.212    0.023
 2001  7    0.181    0.166    0.400   -0.035    0.535    0.138    0.489    0.315    0.041
 2001  8    0.437    0.346    0.634    0.329    0.885    0.164    1.067    0.541    0.327
 2001  9    0.209    0.117    0.385    0.127    0.810   -0.348    0.442    0.288    0.127
 2001 10    0.328    0.323    0.279    0.388    0.081    0.299   -0.016    0.296    0.362
 2001 11    0.328    0.314    0.497    0.163    0.703   -0.228    2.095    0.428    0.223
 2001 12    0.287    0.317    0.177    0.372    1.226   -0.061    0.410    0.236    0.342
 2002  1    0.360    0.213    0.650    0.218    0.060   -0.196    1.145    0.485    0.229
 2002  2    0.451    0.299    0.651    0.411   -1.195    0.427    0.652    0.539    0.359
 2002  3    0.339    0.277    0.649    0.078    1.039    0.745   -1.022    0.524    0.145
 2002  4    0.373    0.237    0.430    0.466    0.067    0.515    1.083    0.342    0.404
 2002  5    0.325    0.416    0.354    0.191    0.868    0.657   -0.533    0.382    0.266
 2002  6    0.399    0.313    0.439    0.453    0.799    0.645    1.162    0.373    0.425
 2002  7    0.372    0.532    0.482    0.072    0.247    0.002    1.370    0.516    0.222
 2002  8    0.295    0.341    0.124    0.426    0.331    0.466    0.184    0.195    0.400
 2002  9    0.285    0.277    0.362    0.212    0.393    0.303    0.515    0.340    0.227
 2002 10    0.113    0.295   -0.159    0.196    1.039    0.308   -1.627   -0.035    0.268
 2002 11    0.263    0.377    0.342    0.047    1.393   -0.267   -0.406    0.340    0.182
 2002 12    0.203    0.501   -0.174    0.263    1.056    0.296    0.010    0.047    0.366
 2003  1    0.439    0.533    0.650    0.105    0.846    0.505    1.025    0.610    0.260
 2003  2    0.314    0.609    0.073    0.234    0.180    0.140   -0.725    0.278    0.351
 2003  3    0.226    0.346    0.160    0.160    0.549    0.040    0.310    0.238    0.214
 2003  4    0.290    0.323    0.448    0.082    0.867    0.252    0.530    0.414    0.160
 2003  5    0.341    0.299    0.572    0.141    0.588   -0.740    0.305    0.494    0.181
 2003  6    0.136    0.061    0.329    0.016    0.413   -0.529   -0.217    0.217    0.051
 2003  7    0.276    0.314    0.303    0.203    0.719   -0.396    0.826    0.284    0.267
 2003  8    0.271    0.278    0.493    0.025    1.196    0.477    1.076    0.415    0.121
 2003  9    0.317    0.247    0.616    0.078    1.088    0.404   -0.093    0.489    0.137
 2003 10    0.427    0.446    0.709    0.105    1.541   -0.606    1.168    0.621    0.225
 2003 11    0.350    0.456    0.532    0.035    1.024   -0.176    0.301    0.504    0.190
