Global Land Temperature Anomalies
Units: Degrees Celsius
Year,Value
192703,-0.39
192704,-0.31
192705,-0.28
192706,-0.14
192707,0.05
192708,-0.10
192709,0.24
192710,0.41
192711,0.10
192712,-0.73
192801,0.08
192802,-0.03
192803,-0.46
192804,-0.35
192805,-0.08
192806,-0.30
192807,-0.10
192808,-0.11
192809,-0.09
192810,0.09
192811,0.30
192812,0.07
192901,-0.96
192902,-1.20
192903,-0.11
192904,-0.28
192905,-0.24
192906,-0.24
192907,-0.31
192908,-0.10
192909,-0.17
192910,0.10
192911,0.12
192912,-1.26
193001,-0.62
193002,-0.19
193003,0.34
193004,-0.25
193005,-0.25
193006,0.05
193007,0.09
193008,0.02
193009,-0.26
193010,-0.06
193011,0.38
193012,0.05
193101,-0.08
193102,-0.65
193103,0.03
193104,-0.30
193105,-0.28
193106,0.11
193107,0.20
193108,0.14
193109,0.23
193110,0.41
193111,0.01
193112,0.06
193201,0.93
193202,-0.39
193203,-0.39
193204,0.32
193205,-0.12
193206,-0.07
193207,0.14
193208,-0.08
193209,0.22
193210,0.20
193211,-0.24
193212,-0.26
193301,-0.65
193302,-0.71
193303,-0.40
193304,-0.31
193305,-0.22
193306,-0.14
193307,-0.06
193308,-0.06
193309,-0.17
193310,-0.01
193311,-0.14
193312,-0.73
193401,-0.36
193402,0.65
193403,-0.29
193404,-0.35
193405,0.31
193406,0.07
193407,-0.05
193408,-0.01
193409,-0.30
193410,0.04
193411,0.29
193412,0.18
193501,-0.57
193502,1.04
193503,0.03
193504,-0.53
193505,-0.32
193506,-0.16
193507,0.04
193508,0.00
193509,0.03
193510,0.19
193511,-0.73
193512,-0.39
193601,-0.55
193602,-0.84
193603,-0.34
193604,-0.30
193605,-0.00
193606,0.02
193607,0.33
193608,0.07
193609,0.03
193610,0.09
193611,0.15
193612,0.20
193701,-0.45
193702,0.22
193703,-0.53
193704,-0.30
193705,0.11
193706,0.19
193707,-0.00
193708,0.20
193709,0.28
193710,0.36
193711,0.04
193712,-0.26
193801,0.10
193802,0.06
193803,0.42
193804,0.48
193805,0.19
193806,-0.07
193807,0.12
193808,0.17
193809,0.37
193810,0.41
193811,0.40
193812,-0.35
193901,0.16
193902,0.09
193903,-0.37
193904,-0.17
193905,0.19
193906,0.13
193907,0.10
193908,0.17
193909,-0.06
193910,-0.22
193911,0.08
193912,1.19
194001,-0.54
194002,0.09
194003,0.16
194004,0.21
194005,-0.13
194006,0.14
194007,0.21
194008,0.01
194009,0.22
194010,-0.00
194011,-0.09
194012,0.41
194101,0.01
194102,0.27
194103,-0.05
194104,0.23
194105,0.18
194106,0.18
194107,0.26
194108,0.20
194109,-0.15
194110,0.32
194111,-0.10
194112,-0.06
194201,0.36
194202,-0.34
194203,0.01
194204,0.01
194205,-0.03
194206,0.18
194207,-0.08
194208,-0.08
194209,0.12
194210,0.21
194211,0.32
194212,0.15
194301,-0.40
194302,0.28
194303,-0.12
194304,0.21
194305,0.18
194306,-0.29
194307,0.08
194308,-0.09
194309,0.03
194310,0.41
194311,0.17
194312,0.66
194401,0.77
194402,0.38
194403,0.39
194404,0.01
194405,0.11
194406,0.18
194407,0.18
194408,0.12
194409,0.44
194410,0.36
194411,-0.06
194412,-0.35
194501,-0.21
194502,-0.70
194503,-0.17
194504,0.23
194505,-0.13
194506,-0.04
194507,-0.12
194508,0.39
194509,0.14
194510,0.24
194511,0.01
194512,-0.57
194601,0.35
194602,0.25
194603,-0.11
194604,0.40
194605,-0.07
194606,-0.26
194607,-0.04
194608,-0.05
194609,-0.05
194610,-0.03
194611,0.09
194612,-0.70
194701,-0.32
194702,-0.08
194703,0.33
194704,0.22
194705,0.03
194706,0.03
194707,-0.04
194708,-0.06
194709,0.01
194710,0.51
194711,0.19
194712,-0.14
194801,0.55
194802,-0.09
194803,-0.39
194804,0.03
194805,0.25
194806,0.08
194807,0.03
194808,0.03
194809,0.03
194810,0.12
194811,0.09
194812,-0.20
194901,0.47
194902,-0.43
194903,-0.17
194904,0.05
194905,0.12
194906,-0.22
194907,-0.14
194908,0.02
194909,-0.15
194910,0.04
194911,0.12
194912,-0.37
195001,-0.78
195002,-0.52
195003,-0.07
195004,-0.29
195005,-0.01
195006,-0.12
195007,-0.30
195008,-0.39
195009,-0.19
195010,-0.28
195011,-0.89
195012,-0.19
195101,-0.62
195102,-1.05
195103,-0.32
195104,-0.10
195105,0.16
195106,-0.09
195107,0.05
195108,0.08
195109,0.26
195110,0.15
195111,-0.03
195112,0.58
195201,0.30
195202,-0.01
195203,-0.40
195204,0.02
195205,0.01
195206,0.00
195207,0.15
195208,0.01
195209,0.08
195210,-0.29
195211,-0.76
195212,-0.17
195301,0.25
195302,0.37
195303,0.43
195304,0.30
195305,0.19
195306,0.15
195307,0.02
195308,0.10
195309,0.09
195310,0.14
195311,-0.27
195312,0.25
195401,-0.70
195402,-0.28
195403,-0.28
195404,-0.31
195405,-0.42
195406,-0.11
195407,-0.12
195408,-0.01
195409,0.02
195410,0.07
195411,0.39
195412,-0.28
195501,0.62
195502,-0.09
195503,-0.77
195504,-0.43
195505,-0.08
195506,0.01
195507,-0.20
195508,0.10
195509,-0.04
195510,0.05
195511,-0.32
195512,-0.48
195601,-0.45
195602,-0.66
195603,-0.45
195604,-0.54
195605,-0.42
195606,-0.23
195607,-0.27
195608,-0.40
195609,-0.48
195610,-0.44
195611,-0.40
195612,-0.41
195701,-0.32
195702,-0.44
195703,-0.38
195704,-0.29
195705,-0.06
195706,0.11
195707,-0.22
195708,0.01
195709,0.05
195710,-0.08
195711,0.20
195712,0.63
195801,0.72
195802,0.35
195803,0.07
195804,0.12
195805,0.15
195806,-0.11
195807,0.00
195808,-0.06
195809,-0.21
195810,-0.08
195811,0.18
195812,0.25
195901,0.20
195902,0.02
195903,0.52
195904,0.21
195905,-0.10
195906,0.19
195907,0.08
195908,0.00
195909,0.09
195910,-0.23
195911,-0.35
195912,-0.11
196001,-0.02
196002,0.64
196003,-0.80
196004,-0.28
196005,-0.45
196006,0.11
196007,-0.12
196008,-0.03
196009,0.01
196010,-0.03
196011,-0.28
196012,0.59
196101,0.27
196102,0.36
196103,0.37
196104,0.14
196105,0.20
196106,0.20
196107,-0.01
196108,-0.01
196109,-0.04
196110,-0.25
196111,-0.00
196112,-0.18
196201,0.37
196202,0.49
196203,0.27
196204,0.16
196205,0.02
196206,-0.11
196207,-0.01
196208,-0.04
196209,-0.02
196210,0.13
196211,0.20
196212,0.30
196301,0.16
196302,0.89
196303,-0.05
196304,-0.21
196305,-0.17
196306,-0.08
196307,0.18
196308,0.19
196309,0.30
196310,0.56
196311,0.41
196312,0.07
196401,0.12
196402,-0.36
196403,-0.35
196404,-0.39
196405,-0.12
196406,-0.16
196407,-0.17
196408,-0.23
196409,-0.35
196410,-0.54
196411,-0.19
196412,-0.38
196501,0.11
196502,-0.43
196503,-0.11
196504,-0.41
196505,-0.07
196506,-0.07
196507,-0.16
196508,-0.18
196509,-0.22
196510,0.11
196511,-0.32
196512,-0.04
196601,-0.17
196602,-0.14
196603,0.05
196604,-0.34
196605,-0.04
196606,0.16
196607,0.14
196608,0.05
196609,0.07
196610,-0.18
196611,-0.22
196612,-0.52
196701,-0.27
196702,-0.43
196703,0.06
196704,0.12
196705,0.30
196706,-0.21
196707,-0.15
196708,-0.17
196709,-0.16
196710,0.48
196711,0.05
196712,0.08
196801,-0.37
196802,-0.09
196803,0.87
196804,-0.06
196805,-0.23
196806,-0.22
196807,-0.19
196808,-0.20
196809,-0.24
196810,-0.15
196811,-0.21
196812,-0.52
196901,-1.11
196902,-0.97
196903,-0.11
196904,0.07
196905,-0.01
196906,-0.06
196907,0.07
196908,-0.03
196909,-0.10
196910,-0.05
196911,0.38
196912,0.46
197001,0.00
197002,0.52
197003,-0.19
197004,0.18
197005,-0.02
197006,0.11
197007,0.04
197008,-0.07
197009,-0.04
197010,-0.25
197011,-0.04
197012,-0.25
197101,0.07
197102,-0.43
197103,-0.19
197104,-0.20
197105,-0.11
197106,-0.20
197107,-0.12
197108,-0.11
197109,0.07
197110,-0.03
197111,0.38
197112,0.21
197201,-0.90
197202,-0.77
197203,-0.04
197204,-0.02
197205,-0.08
197206,0.05
197207,-0.10
197208,0.02
197209,-0.24
197210,-0.08
197211,-0.24
197212,0.15
197301,0.25
197302,0.72
197303,0.69
197304,0.44
197305,0.32
197306,0.41
197307,0.17
197308,0.08
197309,0.01
197310,0.07
197311,-0.02
197312,0.27
197401,-0.64
197402,-0.72
197403,0.04
197404,0.06
197405,-0.08
197406,-0.12
197407,0.03
197408,-0.13
197409,-0.21
197410,-0.33
197411,-0.23
197412,-0.35
197501,0.35
197502,0.04
197503,0.37
197504,0.28
197505,0.23
197506,0.18
197507,0.07
197508,-0.13
197509,0.17
197510,-0.15
197511,-0.14
197512,0.08
197601,0.24
197602,-0.22
197603,-0.68
197604,0.08
197605,-0.20
197606,-0.26
197607,-0.26
197608,-0.27
197609,-0.09
197610,-0.84
197611,-0.46
197612,-0.20
197701,-0.56
197702,0.24
197703,0.56
197704,0.54
197705,0.37
197706,0.38
197707,0.14
197708,0.00
197709,0.12
197710,-0.09
197711,0.54
197712,0.02
197801,0.11
197802,0.09
197803,0.44
197804,0.26
197805,-0.00
197806,-0.10
197807,-0.10
197808,-0.26
197809,-0.02
197810,0.02
197811,0.36
197812,0.01
197901,-0.09
197902,-0.18
197903,0.26
197904,-0.23
197905,0.05
197906,0.10
197907,0.03
197908,0.11
197909,0.14
197910,0.29
197911,0.22
197912,0.91
198001,0.15
198002,0.37
198003,-0.03
198004,0.41
198005,0.40
198006,0.22
198007,0.17
198008,0.15
198009,0.15
198010,0.19
198011,0.63
198012,0.31
198101,1.09
198102,0.81
198103,0.87
198104,0.70
198105,0.30
198106,0.26
198107,0.18
198108,0.34
198109,0.15
198110,0.05
198111,0.23
198112,0.82
198201,-0.16
198202,0.11
198203,-0.18
198204,0.27
198205,0.11
198206,-0.07
198207,0.16
198208,0.09
198209,0.20
198210,-0.07
198211,-0.20
198212,0.71
198301,0.86
198302,0.82
198303,0.64
198304,0.24
198305,0.26
198306,0.15
198307,0.32
198308,0.48
198309,0.47
198310,0.23
198311,1.00
198312,0.34
198401,0.36
198402,-0.06
198403,0.37
198404,0.06
198405,0.56
198406,0.11
198407,0.04
198408,0.14
198409,-0.12
198410,0.05
198411,-0.24
198412,-0.74
198501,0.23
198502,-0.43
198503,0.25
198504,0.25
198505,0.27
198506,0.09
198507,-0.13
198508,0.15
198509,-0.09
198510,0.04
198511,-0.04
198512,0.18
198601,0.75
198602,0.47
198603,0.59
198604,0.46
198605,0.37
198606,0.32
198607,0.04
198608,0.09
198609,0.00
198610,0.03
198611,-0.04
198612,0.14
198701,0.43
198702,1.11
198703,0.06
198704,0.27
198705,0.37
198706,0.27
198707,0.54
198708,0.32
198709,0.42
198710,0.13
198711,0.04
198712,0.90
198801,0.80
198802,0.27
198803,0.69
198804,0.63
198805,0.50
198806,0.63
198807,0.48
198808,0.43
198809,0.45
198810,0.43
198811,0.38
198812,0.85
198901,0.28
198902,0.53
198903,0.66
198904,0.37
198905,0.37
198906,0.27
198907,0.29
198908,0.26
198909,0.27
198910,0.38
198911,0.16
198912,0.74
199001,0.53
199002,0.54
199003,1.64
199004,0.76
199005,0.51
199006,0.52
199007,0.19
199008,0.30
199009,0.22
199010,0.51
199011,0.70
199012,0.62
199101,0.68
199102,0.77
199103,0.38
199104,0.79
199105,0.47
199106,0.63
199107,0.47
199108,0.38
199109,0.52
199110,0.43
199111,0.38
199112,0.33
199201,0.97
199202,0.82
199203,0.73
199204,0.19
199205,0.30
199206,0.17
199207,-0.15
199208,-0.05
199209,-0.28
199210,-0.04
199211,-0.11
199212,0.50
199301,0.69
199302,0.72
199303,0.84
199304,0.39
199305,0.39
199306,0.27
199307,0.18
199308,0.16
199309,-0.03
199310,0.25
199311,-0.28
199312,0.54
199401,0.41
199402,-0.34
199403,0.64
199404,0.57
199405,0.57
199406,0.58
199407,0.31
199408,0.27
199409,0.40
199410,0.63
199411,0.70
199412,0.49
199501,1.06
199502,1.53
199503,0.77
199504,0.59
199505,0.42
199506,0.72
199507,0.51
199508,0.81
199509,0.60
199510,0.77
199511,0.79
199512,0.53
199601,0.21
199602,0.79
199603,0.27
199604,0.09
199605,0.56
199606,0.36
199607,0.38
199608,0.27
199609,0.14
199610,0.12
199611,0.24
199612,0.61
199701,0.64
199702,0.76
199703,0.76
199704,0.71
199705,0.41
199706,0.63
199707,0.53
199708,0.57
199709,0.76
199710,0.83
199711,0.62
199712,0.73
199801,0.71
199802,1.67
199803,0.87
199804,1.18
199805,0.90
199806,0.85
199807,1.09
199808,1.01
199809,0.75
199810,0.70
199811,0.33
199812,1.11
199901,0.98
199902,1.63
199903,0.34
199904,0.76
199905,0.63
199906,0.61
199907,0.62
199908,0.49
199909,0.65
199910,0.64
199911,0.61
199912,1.33
200001,0.49
200002,1.06
200003,1.12
200004,1.34
200005,0.76
200006,0.60
200007,0.49
200008,0.66
200009,0.52
200010,0.16
200011,0.00
200012,0.22
200101,0.76
200102,0.47
200103,1.16
200104,0.91
200105,0.97
200106,0.68
200107,0.73
200108,0.91
200109,0.58
200110,0.53
200111,1.29
200112,0.67
200201,1.40
200202,1.67
200203,1.50
200204,0.74
200205,0.71
200206,0.77
200207,0.97
200208,0.72
200209,0.78
200210,0.47
200211,0.95
200212,0.33
200301,1.28
200302,0.84
200303,0.76
200304,0.78
200305,0.90
200306,0.66
200307,0.54
200308,0.76
200309,0.79
200310,1.09
200311,0.70
200312,1.39
200401,0.88
200402,1.30
200403,1.27
200404,0.86
200405,0.45
200406,0.52
200407,0.41
200408,0.47
200409,0.56
200410,0.83
200411,1.40
200412,0.58
200501,1.00
200502,0.64
200503,1.24
200504,1.33
200505,0.97
200506,0.99
200507,0.89
200508,0.73
200509,1.06
200510,1.13
200511,1.37
200512,1.08
200601,0.51
200602,1.12
200603,1.07
200604,0.68
200605,0.70
200606,0.98
200607,0.87
200608,0.82
200609,0.81
200610,1.02
200611,0.85
200612,1.41
200701,1.85
200702,1.12
200703,1.24
200704,1.50
200705,1.06
200706,0.71
200707,0.72
200708,0.84
200709,0.94
200710,0.98
200711,1.04
200712,0.98
200801,0.18
200802,0.56
200803,1.89
200804,0.79
200805,0.75
200806,0.75
200807,0.79
200808,0.67
200809,0.57
200810,1.11
200811,1.28
200812,0.86
200901,1.03
200902,0.99
200903,0.97
200904,1.13
200905,0.72
200906,0.75
200907,0.61
200908,0.87
200909,1.07
200910,0.84
200911,0.86
200912,0.54
201001,0.91
201002,0.97
201003,1.45
201004,1.35
201005,1.16
201006,1.10
201007,1.09
201008,0.91
201009,0.70
201010,1.04
201011,1.61
201012,0.60
201101,0.56
201102,0.62
201103,0.95
201104,1.19
201105,0.82
201106,0.96
201107,0.94
201108,0.91
201109,0.94
201110,1.14
201111,0.62
201112,0.96
201201,0.52
201202,0.42
201203,0.80
201204,1.47
201205,1.27
201206,1.18
201207,0.97
201208,0.83
201209,0.99
201210,0.97
201211,1.10
201212,0.26
201301,0.89
201302,1.11
201303,1.03
201304,0.72
201305,1.16
201306,1.04
201307,0.79
201308,0.72
201309,0.89
201310,0.92
201311,1.46
201312,1.13
201401,1.16
201402,0.34
201403,1.36
201404,1.33
201405,1.18
201406,0.97
201407,0.75
201408,0.96
201409,0.89
201410,1.00
201411,0.81
201412,1.36
201501,1.37
201502,1.68
201503,1.61
201504,1.08
201505,1.23
201506,1.24
201507,0.95
201508,1.10
201509,1.15
201510,1.36
201511,1.29
201512,1.89
